Gold,Level,Minions,Kills,Assists,Deaths,Plates,Towers,Dragons,Heralds,Barons,Sight_wards,Control_wards,Gold_diff,Win
5905,3.4,72,1,0,1,0,0,0,0,0,3,1,115,0
5790,3.4,72,1,0,1,0,0,0,0,0,3,0,-115,1
6011,3.4,65,1,2,2,0,0,0,0,0,3,0,-170,1
6181,3.4,76,2,1,1,0,0,0,0,0,5,1,170,0
5687,3.4,68,1,0,3,0,0,0,0,0,3,1,-1360,0
7047,3.2,75,3,2,1,0,0,0,0,0,4,0,1360,1
6369,3.4,65,2,1,1,0,0,0,0,0,3,1,580,1
5789,3.2,78,1,0,2,0,0,0,0,0,2,0,-580,0
6378,3.6,71,2,2,2,0,0,0,0,0,2,2,-567,0
6945,3.2,85,2,4,2,0,0,0,0,0,3,0,567,1
5492,3.4,79,0,0,0,0,0,0,0,0,1,1,-278,0
5770,3.6,88,0,0,0,0,0,0,0,0,3,0,278,1
6724,3.4,69,3,2,2,0,0,0,0,0,2,1,362,0
6362,3.0,64,2,2,3,0,0,0,0,0,3,1,-362,1
5861,3.2,52,2,1,3,0,0,0,0,0,3,1,-1148,1
7009,3.2,58,3,2,2,0,0,0,0,0,5,0,1148,0
6034,3.4,67,1,3,0,0,0,0,0,0,5,1,406,0
5628,3.4,87,0,0,1,0,0,0,0,0,5,0,-406,1
5532,3.0,62,1,0,2,0,0,0,0,0,2,0,-593,0
6125,3.0,59,2,2,1,0,0,0,0,0,2,1,593,1
5755,3.2,74,1,0,1,0,0,0,0,0,3,0,-142,1
5897,3.2,76,1,0,1,0,0,0,0,0,4,2,142,0
5474,3.4,71,0,0,1,0,0,0,0,0,2,1,-695,0
6169,3.4,80,1,1,0,0,0,0,0,0,4,0,695,1
5339,3.2,71,0,0,0,0,0,0,0,0,5,1,107,1
5232,3.0,63,0,0,0,0,0,0,0,0,4,1,-107,0
5487,3.4,76,0,0,0,0,0,0,0,0,4,1,-360,1
5847,3.2,83,0,0,0,0,0,0,0,0,4,0,360,0
7375,3.2,73,5,4,1,0,0,0,0,0,4,1,1447,0
5928,3.2,78,1,0,5,0,0,0,0,0,3,0,-1447,1
5839,3.4,70,1,0,1,0,0,0,0,0,2,1,-138,1
5977,3.6,82,1,0,1,0,0,0,0,0,4,0,138,0
5469,2.8,57,1,1,5,0,0,0,0,0,3,1,-2076,0
7545,3.4,82,5,1,1,0,0,0,0,0,4,0,2076,1
6008,3.2,81,1,1,2,0,0,0,0,0,5,1,-301,0
6309,3.2,74,2,1,1,0,0,0,0,0,4,1,301,1
5707,3.0,70,1,1,2,0,0,0,0,0,5,1,-901,1
6608,3.4,82,2,2,1,0,0,0,0,0,3,0,901,0
5891,3.4,74,1,0,1,0,0,0,0,0,5,0,176,0
5715,3.2,66,1,1,1,0,0,0,0,0,3,0,-176,1
5727,3.2,55,2,0,2,0,0,0,0,0,3,0,-532,0
6259,3.4,78,2,1,2,0,0,0,0,0,5,0,532,1
6056,3.2,68,2,1,0,0,0,0,0,0,4,0,501,1
5555,3.6,79,0,0,2,0,0,0,0,0,7,0,-501,0
5723,3.4,84,0,0,0,0,0,0,0,0,6,0,214,1
5509,3.4,78,0,0,0,0,0,0,0,0,3,1,-214,0
5487,3.2,71,0,0,0,0,0,0,0,0,4,0,-149,0
5636,3.4,74,0,0,0,0,0,0,0,0,3,1,149,1
5690,3.2,70,1,0,2,0,0,0,0,0,4,1,-941,1
6631,3.4,67,2,2,1,0,0,0,0,0,0,0,941,0
5457,3.4,73,0,0,1,0,0,0,0,0,5,0,-230,1
5687,3.4,59,1,1,0,0,0,0,0,0,3,1,230,0
6086,3.2,73,1,1,1,0,0,0,0,0,3,1,277,1
5809,3.2,65,1,1,1,0,0,0,0,0,5,0,-277,0
5229,2.2,19,2,3,2,0,0,0,0,0,0,1,-740,1
5969,3.0,35,2,2,2,0,0,0,0,0,0,0,740,0
6754,3.2,70,3,3,0,0,0,0,0,0,4,0,1323,1
5431,3.4,66,0,0,3,0,0,0,0,0,3,1,-1323,0
5826,3.4,69,1,0,1,0,0,0,0,0,3,0,9,0
5817,3.2,73,1,0,1,0,0,0,0,0,3,1,-9,1
5392,3.4,69,0,0,1,0,0,0,0,0,4,0,-883,0
6275,3.4,79,1,1,0,0,0,0,0,0,5,0,883,1
5609,3.4,76,0,0,2,0,0,0,0,0,5,1,-959,0
6568,3.6,84,2,4,0,0,0,0,0,0,5,0,959,1
5576,3.4,48,1,0,2,0,0,0,0,0,4,1,-30,1
5606,2.8,53,2,2,1,0,0,0,0,0,0,0,30,0
5462,3.2,62,0,0,1,0,0,0,0,0,5,1,-539,1
6001,3.4,76,1,1,0,0,0,0,0,0,5,0,539,0
5074,3.2,54,0,0,1,0,0,0,0,0,2,2,-701,0
5775,3.2,66,1,1,0,0,0,0,0,0,3,0,701,1
5610,3.4,87,0,0,0,0,0,0,0,0,5,0,113,0
5497,3.4,77,0,0,0,0,0,0,0,0,4,0,-113,1
6345,3.4,62,2,4,2,0,0,0,0,0,3,0,318,1
6027,3.2,64,2,1,2,0,0,0,0,0,5,1,-318,0
6320,3.4,73,2,3,2,0,0,0,0,0,5,0,233,1
6087,3.4,72,2,0,2,0,0,0,0,0,4,1,-233,0
6129,3.0,49,2,3,2,0,0,0,0,0,2,1,55,0
6074,3.4,68,2,1,2,0,0,0,0,0,5,1,-55,1
5476,3.2,66,1,0,2,0,0,0,0,0,4,0,-1215,0
6691,3.4,77,2,1,1,0,0,0,0,0,2,0,1215,1
5802,3.4,69,1,0,1,0,0,0,0,0,4,1,-71,1
5873,3.2,71,1,1,1,0,0,0,0,0,2,0,71,0
5558,3.4,77,0,0,1,0,0,0,0,0,3,1,-905,1
6463,3.4,86,1,1,0,0,0,0,0,0,4,0,905,0
7440,3.4,61,5,3,0,0,0,0,0,0,0,0,2852,1
4588,2.8,39,0,0,5,0,0,0,0,0,0,0,-2852,0
6263,2.4,47,3,2,0,0,0,0,0,0,2,2,1821,1
4442,2.2,25,0,0,3,0,0,0,0,0,0,0,-1821,0
5803,3.2,70,1,1,1,0,0,0,0,0,4,0,-628,0
6431,3.4,80,1,1,1,0,0,0,0,0,5,1,628,1
5756,3.4,80,0,0,0,0,0,0,0,0,4,1,-23,1
5779,3.4,86,0,0,0,0,0,0,0,0,2,0,23,0
6060,3.6,83,1,1,1,0,0,0,0,0,2,0,-115,1
6175,3.6,74,1,1,1,0,0,0,0,0,4,0,115,0
6551,3.2,68,3,2,4,0,0,0,0,0,5,0,-458,1
7009,3.4,60,4,4,3,0,0,0,0,0,4,1,458,0
5374,3.2,71,0,0,2,0,0,0,0,0,3,1,-941,0
6315,3.4,71,2,1,0,0,0,0,0,0,4,0,941,1
6419,3.4,71,3,1,2,0,0,0,0,0,4,1,550,1
5869,3.0,53,2,0,3,0,0,0,0,0,1,0,-550,0
5682,3.6,74,0,0,0,0,0,0,0,0,5,0,4,1
5678,3.2,84,0,0,0,0,0,0,0,0,4,1,-4,0
5136,2.8,59,0,0,1,0,0,0,0,0,4,1,-496,0
5632,3.0,57,1,0,0,0,0,0,0,0,3,0,496,1
5770,3.2,54,1,1,2,0,0,0,0,0,2,1,-482,0
6252,3.4,74,2,2,1,0,0,0,0,0,5,1,482,1
5145,3.4,65,0,0,0,0,0,0,0,0,2,1,-249,1
5394,3.2,66,0,0,0,0,0,0,0,0,4,0,249,0
6020,3.0,65,2,2,3,0,0,0,0,0,3,0,-810,0
6830,3.4,68,3,3,2,0,0,0,0,0,5,1,810,1
5593,3.4,77,0,0,0,0,0,0,0,0,4,1,-154,0
5747,3.4,82,0,0,0,0,0,0,0,0,3,0,154,1
6267,3.2,86,1,1,0,0,0,0,0,0,3,0,917,0
5350,3.4,65,0,0,1,0,0,0,0,0,2,2,-917,1
5444,3.4,70,0,0,1,0,0,0,0,0,5,1,-230,1
5674,3.4,64,1,0,0,0,0,0,0,0,4,0,230,0
6171,3.2,73,1,2,0,0,0,0,0,0,6,1,1000,1
5171,3.2,61,0,0,1,0,0,0,0,0,4,0,-1000,0
6825,3.6,80,3,1,0,0,0,0,0,0,4,1,1610,1
5215,3.0,55,0,0,3,0,0,0,0,0,2,0,-1610,0
5560,3.0,72,0,0,2,0,0,0,0,0,4,1,-949,0
6509,3.2,74,2,1,0,0,0,0,0,0,2,3,949,1
6306,3.4,74,2,1,2,0,0,0,0,0,4,1,36,1
6270,3.6,73,2,2,2,0,0,0,0,0,4,0,-36,0
5942,3.4,65,1,0,3,0,0,0,0,0,3,1,-1016,1
6958,3.6,86,3,2,1,0,0,0,0,0,4,1,1016,0
5615,2.6,56,1,1,0,0,0,0,0,0,2,0,215,1
5400,3.0,69,0,0,1,0,0,0,0,0,4,1,-215,0
7420,3.4,70,4,5,2,0,0,0,0,0,4,0,1774,1
5646,3.0,48,2,0,4,0,0,0,0,0,5,1,-1774,0
5760,3.4,65,1,0,0,0,0,0,0,0,5,1,9,1
5751,3.4,76,0,0,1,0,0,0,0,0,1,1,-9,0
5645,3.4,78,0,0,1,0,0,0,0,0,3,0,-248,0
5893,3.6,59,1,1,0,0,0,0,0,0,3,1,248,1
6411,3.0,71,2,2,0,0,0,0,0,0,4,0,759,0
5652,3.4,82,0,0,2,0,0,0,0,0,4,1,-759,1
5405,3.2,65,0,0,3,0,0,0,0,0,4,1,-1003,1
6408,3.2,61,3,0,0,0,0,0,0,0,4,0,1003,0
6623,3.2,61,3,3,1,0,0,0,0,0,4,2,808,1
5815,3.0,67,1,0,3,0,0,0,0,0,4,1,-808,0
6103,3.4,73,1,1,1,0,0,0,0,0,2,1,146,1
5957,3.4,72,1,1,1,0,0,0,0,0,3,0,-146,0
5478,3.0,59,1,0,6,0,0,0,0,0,2,1,-2265,1
7743,3.2,54,6,3,1,0,0,0,0,0,4,1,2265,0
6569,3.8,91,2,2,1,0,0,0,0,0,2,0,673,0
5896,3.2,67,1,2,2,0,0,0,0,0,3,0,-673,1
6063,2.8,52,2,3,3,0,0,0,0,0,4,0,-274,0
6337,2.8,45,3,6,2,0,0,0,0,0,4,1,274,1
5662,3.4,75,0,0,0,0,0,0,0,0,3,1,107,1
5555,3.4,83,0,0,0,0,0,0,0,0,3,0,-107,0
5626,3.6,77,0,0,0,0,0,0,0,0,5,0,37,0
5589,3.4,78,0,0,0,0,0,0,0,0,5,0,-37,1
5973,3.6,74,1,0,1,0,0,0,0,0,2,1,-90,1
6063,3.2,69,1,3,1,0,0,0,0,0,4,1,90,0
5895,3.0,74,1,1,2,0,0,0,0,0,2,0,-469,0
6364,3.0,79,2,2,1,0,0,0,0,0,4,1,469,1
5315,3.0,57,1,0,2,0,0,0,0,0,5,1,-923,0
6238,3.4,71,2,4,1,0,0,0,0,0,6,0,923,1
5589,3.4,75,0,0,0,0,0,0,0,0,2,0,78,1
5511,3.0,74,0,0,0,0,0,0,0,0,5,1,-78,0
6017,3.4,94,0,0,1,0,0,0,0,0,3,1,-184,0
6201,3.4,81,1,1,0,0,0,0,0,0,4,0,184,1
6066,3.2,74,1,2,0,0,0,0,0,0,3,1,770,1
5296,3.2,68,0,0,1,0,0,0,0,0,6,2,-770,0
5302,3.2,63,0,0,2,0,0,0,0,0,4,1,-1316,0
6618,3.6,90,2,1,0,0,0,0,0,0,5,0,1316,1
5729,3.6,88,0,0,1,0,0,0,0,0,3,1,-289,0
6018,3.6,81,1,0,0,0,0,0,0,0,3,0,289,1
5360,3.2,67,0,0,0,0,0,0,0,0,2,1,-438,1
5798,3.6,97,0,0,0,0,0,0,0,0,3,0,438,0
5603,3.0,57,1,0,2,0,0,0,0,0,3,1,-1009,0
6612,3.4,83,2,4,1,0,0,0,0,0,5,0,1009,1
6154,3.2,64,2,2,0,0,0,0,0,0,5,0,1123,1
5031,3.0,50,0,0,2,0,0,0,0,0,4,1,-1123,0
5628,3.4,77,0,0,0,0,0,0,0,0,3,0,-49,0
5677,3.6,81,0,0,0,0,0,0,0,0,4,1,49,1
6289,3.2,68,2,3,2,0,0,0,0,0,2,1,-15,1
6304,3.6,79,2,0,2,0,0,0,0,0,5,0,15,0
5262,3.2,64,0,0,0,0,0,0,0,0,4,0,-296,1
5558,3.6,81,0,0,0,0,0,0,0,0,4,1,296,0
6057,2.8,63,2,4,5,0,0,0,0,0,3,0,-1268,1
7325,3.2,74,5,14,2,0,0,0,0,0,3,1,1268,0
5717,3.2,58,1,1,2,0,0,0,0,0,3,0,-299,1
6016,3.0,56,2,4,1,0,0,0,0,0,4,1,299,0
7097,3.4,86,3,2,0,0,0,0,0,0,5,0,2032,1
5065,3.2,57,0,0,3,0,0,0,0,0,3,1,-2032,0
6279,3.4,86,1,0,0,0,0,0,0,0,4,1,692,0
5587,3.4,75,0,0,1,0,0,0,0,0,5,0,-692,1
5651,3.0,60,1,1,2,0,0,0,0,0,4,1,-564,0
6215,3.4,73,2,1,1,0,0,0,0,0,4,0,564,1
6458,3.4,75,2,2,1,0,0,0,0,0,6,0,721,0
5737,3.2,59,1,1,2,0,0,0,0,0,4,1,-721,1
6426,3.2,64,2,4,2,0,0,0,0,0,4,2,348,0
6078,2.8,66,2,1,2,0,0,0,0,0,4,0,-348,1
6522,3.6,86,2,2,1,0,0,0,0,0,2,1,542,0
5980,3.2,68,1,0,2,0,0,0,0,0,4,2,-542,1
6918,3.4,79,3,3,2,0,0,0,0,0,4,0,1017,0
5901,3.2,66,2,0,3,0,0,0,0,0,2,1,-1017,1
6005,3.4,73,1,1,1,0,0,0,0,0,6,0,-87,1
6092,3.4,75,1,1,1,0,0,0,0,0,4,0,87,0
5761,2.8,64,1,0,1,0,0,0,0,0,3,1,-110,0
5871,3.6,73,1,0,1,0,0,0,0,0,3,0,110,1
6633,3.0,73,3,1,0,0,0,0,0,0,5,0,881,0
5752,3.4,86,0,0,3,0,0,0,0,0,3,1,-881,1
5921,3.2,70,1,0,0,0,0,0,0,0,2,1,174,1
5747,3.4,91,0,0,1,0,0,0,0,0,3,0,-174,0
6416,3.0,66,2,2,2,0,0,0,0,0,4,0,198,1
6218,3.2,67,2,1,2,0,0,0,0,0,1,2,-198,0
6039,3.0,53,2,3,2,0,0,0,0,0,2,0,63,0
5976,3.4,51,2,3,2,0,0,0,0,0,4,2,-63,1
6301,3.2,58,3,1,3,0,0,0,0,0,4,1,-325,0
6626,3.2,59,3,3,3,0,0,0,0,0,2,0,325,1
6153,3.4,61,2,2,2,0,0,0,0,0,6,1,-238,1
6391,3.0,65,2,2,2,0,0,0,0,0,4,0,238,0
6310,3.2,65,2,2,5,0,0,0,0,0,3,1,-1501,1
7811,3.2,85,5,8,2,0,0,0,0,0,4,0,1501,0
6543,3.2,53,4,1,3,0,0,0,0,0,3,1,210,1
6333,3.0,50,3,2,4,0,0,0,0,0,4,1,-210,0
5858,3.4,76,1,0,1,0,0,0,0,0,2,0,114,0
5744,3.6,65,1,0,1,0,0,0,0,0,5,0,-114,1
5993,3.6,82,1,0,0,0,0,0,0,0,2,1,796,1
5197,3.2,50,0,0,1,0,0,0,0,0,3,0,-796,0
5363,3.2,68,0,0,1,0,0,0,0,0,5,0,-591,0
5954,3.6,71,1,0,0,0,0,0,0,0,3,1,591,1
6829,3.4,89,2,0,0,0,0,0,0,0,4,0,1349,1
5480,3.2,74,0,0,2,0,0,0,0,0,4,1,-1349,0
5952,3.0,65,2,1,4,0,0,0,0,0,4,0,-1327,0
7279,3.6,86,4,5,2,0,0,0,0,0,5,1,1327,1
5633,3.0,72,0,0,1,0,0,0,0,0,2,1,-556,0
6189,3.4,75,1,1,0,0,0,0,0,0,4,0,556,1
5213,3.2,64,0,0,1,0,0,0,0,0,3,0,-1178,0
6391,3.4,78,1,1,0,0,0,0,0,0,3,1,1178,1
5578,2.8,65,0,0,1,0,0,0,0,0,2,1,-346,1
5924,3.4,63,1,1,0,0,0,0,0,0,3,0,346,0
5917,3.0,62,1,1,2,0,0,0,0,0,4,0,-42,0
5959,2.6,53,2,1,1,0,0,0,0,0,4,1,42,1
6558,3.4,75,3,1,1,0,0,0,0,0,2,0,826,0
5732,3.0,63,1,0,3,0,0,0,0,0,3,1,-826,1
6035,3.0,81,1,2,3,0,0,0,0,0,3,1,-710,0
6745,3.4,81,3,3,1,0,0,0,0,0,3,0,710,1
5623,3.2,69,1,0,1,0,0,0,0,0,2,3,-371,1
5994,3.4,80,1,0,1,0,0,0,0,0,6,0,371,0
5346,3.2,65,0,0,3,0,0,0,0,0,3,1,-1603,0
6949,3.6,80,3,2,0,0,0,0,0,0,4,0,1603,1
6302,3.4,68,2,2,2,0,0,0,0,0,4,1,-359,1
6661,3.4,86,2,2,2,0,0,0,0,0,2,0,359,0
6977,3.2,60,4,7,6,0,0,0,0,0,2,1,-943,1
7920,3.4,67,6,6,4,0,0,0,0,0,1,2,943,0
7239,3.4,72,4,2,1,0,0,0,0,0,4,1,1704,0
5535,3.0,66,1,0,4,0,0,0,0,0,1,0,-1704,1
6807,3.2,71,2,2,1,0,0,0,0,0,1,1,1242,1
5565,3.0,64,1,0,2,0,0,0,0,0,3,0,-1242,0
6571,3.4,65,3,2,1,0,0,0,0,0,4,1,874,1
5697,3.4,56,1,1,3,0,0,0,0,0,3,0,-874,0
6421,3.2,76,2,2,0,0,0,0,0,0,5,1,975,0
5446,3.2,71,0,0,2,0,0,0,0,0,4,0,-975,1
6340,3.4,63,3,2,3,0,0,0,0,0,4,0,208,0
6132,2.6,38,3,2,3,0,0,0,0,0,4,1,-208,1
6244,3.0,56,2,2,1,0,0,0,0,0,4,1,476,1
5768,3.2,60,1,1,2,0,0,0,0,0,3,0,-476,0
5678,3.4,76,0,0,1,0,0,0,0,0,4,0,-327,1
6005,3.4,75,1,1,0,0,0,0,0,0,4,1,327,0
6259,3.4,77,2,1,0,0,0,0,0,0,4,1,917,0
5342,3.2,70,0,0,2,0,0,0,0,0,5,0,-917,1
5382,3.4,59,0,0,2,0,0,0,0,0,4,1,-851,1
6233,3.4,78,2,1,0,0,0,0,0,0,4,0,851,0
5475,3.2,60,1,0,1,0,0,0,0,0,3,1,-176,0
5651,3.4,65,1,0,1,0,0,0,0,0,5,1,176,1
5376,3.4,65,0,0,1,0,0,0,0,0,3,0,-14,0
5390,3.2,51,1,0,0,0,0,0,0,0,3,1,14,1
5422,3.4,71,0,0,0,0,0,0,0,0,3,1,6,1
5416,3.6,78,0,0,0,0,0,0,0,0,3,0,-6,0
5638,3.4,75,0,0,0,0,0,0,0,0,3,0,103,0
5535,3.6,71,0,0,0,0,0,0,0,0,2,1,-103,1
5463,3.6,66,0,0,2,0,0,0,0,0,3,1,-798,1
6261,3.6,72,2,2,0,0,0,0,0,0,1,0,798,0
5529,3.4,76,0,0,1,0,0,0,0,0,4,1,-269,1
5798,3.2,61,1,1,0,0,0,0,0,0,4,1,269,0
6806,3.6,83,2,2,0,0,0,0,0,0,5,0,1813,1
4993,3.2,48,0,0,2,0,0,0,0,0,1,1,-1813,0
5415,3.0,73,0,0,1,0,0,0,0,0,5,0,-661,1
6076,3.4,88,1,0,0,0,0,0,0,0,4,1,661,0
5069,3.4,57,0,0,0,0,0,0,0,0,3,0,-317,0
5386,3.4,68,0,0,0,0,0,0,0,0,3,0,317,1
6571,3.4,66,2,2,0,0,0,0,0,0,3,0,996,1
5575,3.0,76,0,0,2,0,0,0,0,0,5,1,-996,0
5174,2.8,52,0,0,1,0,0,0,0,0,4,0,-198,0
5372,2.8,50,1,0,0,0,0,0,0,0,2,1,198,1
6483,3.2,64,3,2,1,0,0,0,0,0,4,0,1323,0
5160,3.2,40,1,0,3,0,0,0,0,0,4,1,-1323,1
6473,3.4,76,3,0,0,0,0,0,0,0,3,0,1012,1
5461,3.2,73,0,0,3,0,0,0,0,0,4,1,-1012,0
5403,3.6,71,0,0,0,0,0,0,0,0,3,0,-242,1
5645,3.4,77,0,0,0,0,0,0,0,0,3,0,242,0
5494,3.2,52,1,0,1,0,0,0,0,0,4,1,-472,1
5966,3.4,72,1,1,1,0,0,0,0,0,5,0,472,0
5477,3.2,58,1,0,3,0,0,0,0,0,4,1,-1359,0
6836,3.4,65,3,3,1,0,0,0,0,0,2,0,1359,1
6386,3.4,67,2,2,0,0,0,0,0,0,4,0,1511,1
4875,2.8,48,0,0,2,0,0,0,0,0,4,0,-1511,0
5899,3.2,52,2,2,3,0,0,0,0,0,3,0,-853,0
6752,3.4,62,3,4,2,0,0,0,0,0,4,1,853,1
5605,3.2,60,1,1,3,0,0,0,0,0,4,1,-849,0
6454,3.2,63,3,1,1,0,0,0,0,0,3,0,849,1
5792,3.4,66,1,0,1,0,0,0,0,0,2,0,-117,1
5909,3.4,79,1,0,1,0,0,0,0,0,3,1,117,0
6474,3.8,72,2,2,1,0,0,0,0,0,4,0,820,0
5654,3.4,64,1,1,2,0,0,0,0,0,4,1,-820,1
5136,3.4,64,0,0,1,0,0,0,0,0,3,0,-639,1
5775,3.6,62,1,0,0,0,0,0,0,0,3,0,639,0
6004,3.4,48,2,3,1,0,0,0,0,0,1,0,557,1
5447,3.2,56,1,2,2,0,0,0,0,0,3,1,-557,0
5338,3.2,46,1,0,2,0,0,0,0,0,1,0,-1042,0
6380,3.2,64,2,1,1,0,0,0,0,0,4,0,1042,1
5795,3.4,68,1,0,1,0,0,0,0,0,5,1,77,0
5718,3.0,57,1,1,1,0,0,0,0,0,3,0,-77,1
6672,3.2,56,4,1,2,0,0,0,0,0,5,0,882,0
5790,3.0,48,2,1,4,0,0,0,0,0,3,0,-882,1
